3267,0
2353,0
1615,0
1399,0
786,0
1371,0
3862,0
2651,0
455,1
5357,0
1431,0
5408,0
1507,0
3621,0
3906,0
4677,0
241,1
4857,0
2848,0
2153,0
4923,0
2595,0
2044,0
2950,0
1488,0
5058,0
2614,0
2256,0
966,0
5259,0
2516,0
721,1
4966,0
1066,0
2956,0
1004,0
4405,0
583,1
2880,0
4872,0
4551,0
1193,0
4975,0
4848,0
2204,0
709,1
2580,0
1898,0
1432,0
2216,0
1411,0
1337,0
4249,0
4238,0
4432,0
1196,0
2851,0
3043,0
5411,0
1381,0
513,1
1348,0
5544,0
1313,0
2581,0
125,1
1227,0
1522,0
1694,0
2957,0
1989,0
982,0
3658,0
3280,0
3469,0
2088,0
630,1
3980,0
1212,0
4814,0
4334,0
4013,0
1819,0
3166,0
1743,0
4588,0
645,1
258,1
325,1
1159,0
3104,0
3893,0
989,0
96,1
5570,0
734,1
1605,0
5432,0
1749,0
1139,0
2609,0
1014,0
4106,0
3015,0
2217,0
3808,0
2493,0
4500,0
2171,0
4321,0
2030,0
5266,0
237,1
3095,0
3609,0
866,0
920,0
409,1
2619,0
276,1
4933,0
2174,0
3900,0
4271,0
5416,0
802,0
4482,0
795,0
2597,0
993,0
5338,0
4918,0
2281,0
4685,0
4359,0
1738,0
2007,0
5392,0
2659,0
363,1
2690,0
5333,0
4373,0
1420,0
4555,0
926,0
1779,0
3023,0
3957,0
5035,0
3255,0
1765,0
2496,0
322,1
843,0
1110,0
1984,0
3057,0
4554,0
4445,0
2005,0
5375,0
5172,0
4205,0
3218,0
2054,0
2070,0
1262,0
3175,0
1176,0
1549,0
4849,0
4989,0
326,1
4138,0
3549,0
4631,0
2574,0
3121,0
3320,0
4134,0
825,0
1251,0
5495,0
4140,0
4689,0
2366,0
2973,0
262,1
901,0
4016,0
3373,0
3287,0
3559,0
2051,0
1856,0
4080,0
2517,0
1641,0
2607,0
2345,0
3598,0
3086,0
4645,0
3211,0
4122,0
2701,0
5500,0
320,1
2105,0
3018,0
2896,0
4653,0
5337,0
3514,0
5410,0
880,0
4827,0
2758,0
1135,0
2218,0
2807,0
1121,0
4941,0
190,1
4246,0
1492,0
2922,0
3155,0
3630,0
3859,0
3951,0
3005,0
3584,0
4157,0
5505,0
633,1
3782,0
4326,0
4639,0
349,1
352,1
5481,0
2480,0
2421,0
4429,0
1515,0
5478,0
3451,0
4889,0
2636,0
4809,0
4581,0
3694,0
1317,0
2071,0
2074,0
1471,0
1356,0
3589,0
3888,0
6,1
5307,0
943,0
3564,0
3659,0
4179,0
61,1
528,1
4625,0
793,0
5479,0
621,1
2842,0
2012,0
2756,0
1363,0
1871,0
3460,0
1124,0
769,0
5137,0
2152,0
1908,0
2620,0
1907,0
387,1
2412,0
1758,0
4278,0
3668,0
1245,0
2068,0
1017,0
4649,0
5128,0
3268,0
3953,0
3814,0
776,0
5176,0
1671,0
5316,0
2449,0
458,1
2816,0
21,1
614,1
3911,0
1173,0
151,1
4693,0
1616,0
4178,0
2916,0
797,0
716,1
1286,0
5509,0
3238,0
3788,0
4498,0
5385,0
3371,0
169,1
1795,0
3078,0
2184,0
1392,0
36,1
3729,0
3742,0
511,1
2705,0
2800,0
5079,0
3905,0
546,1
3386,0
3188,0
1264,0
248,1
2377,0
2587,0
1737,0
3061,0
4220,0
2937,0
576,1
1580,0
4315,0
3823,0
4477,0
5446,0
3602,0
1194,0
4873,0
5214,0
3745,0
2512,0
5197,0
1214,0
3183,0
5126,0
2669,0
1119,0
548,1
4674,0
557,1
4577,0
4641,0
4046,0
4170,0
2243,0
3571,0
214,1
3367,0
2457,0
2513,0
585,1
4056,0
3008,0
775,0
4460,0
2794,0
1583,0
3247,0
584,1
263,1
5441,0
4174,0
2337,0
4703,0
2575,0
4126,0
3667,0
1239,0
1335,0
618,1
440,1
649,1
5065,0
407,1
5082,0
4398,0
460,1
2192,0
3493,0
1122,0
510,1
3193,0
3612,0
1628,0
2104,0
2873,0
197,1
2040,0
1025,0
5506,0
5276,0
1472,0
4335,0
3167,0
2334,0
3912,0
5471,0
4201,0
2473,0
4272,0
1398,0
3364,0
5400,0
2655,0
783,0
1582,0
1322,0
3832,0
2157,0
5055,0
5569,0
1290,0
2598,0
3790,0
3096,0
413,1
2556,0
4616,0
0,1
1568,0
1086,0
5258,0
622,1
5124,0
58,1
2289,0
4764,0
376,1
3960,0
1536,0
5113,0
3536,0
2222,0
4720,0
1733,0
15,1
4304,0
1170,0
2809,0
3583,0
5298,0
641,1
2649,0
4593,0
3635,0
2001,0
4155,0
3546,0
1300,0
3055,0
2982,0
1823,0
5075,0
1361,0
5389,0
3284,0
712,1
883,0
3419,0
2964,0
4268,0
2905,0
890,0
3033,0
366,1
626,1
5115,0
5151,0
3019,0
3842,0
3473,0
3943,0
1168,0
4547,0
640,1
5412,0
1790,0
465,1
3142,0
1354,0
1874,0
4040,0
5177,0
1495,0
2059,0
879,0
5100,0
1599,0
984,0
1162,0
5183,0
1892,0
370,1
2303,0
699,1
517,1
2892,0
5438,0
2178,0
831,0
4291,0
5419,0
3375,0
1559,0
4824,0
3118,0
4388,0
4032,0
4556,0
369,1
1903,0
3705,0
5110,0
156,1
2981,0
2390,0
2082,0
2349,0
2507,0
741,1
5145,0
4564,0
56,1
2492,0
137,1
4385,0
2295,0
2451,0
4251,0
5224,0
1082,0
3909,0
2402,0
1701,0
4762,0
5205,0
4572,0
2768,0
2383,0
1593,0
1684,0
2108,0
3620,0
1057,0
2733,0
4729,0
4950,0
3653,0
541,1
758,0
2702,0
5174,0
4611,0
2194,0
3358,0
2924,0
2246,0
3422,0
3631,0
2866,0
2559,0
4786,0
4470,0
1413,0
710,1
3881,0
617,1
3885,0
4232,0
2384,0
4021,0
4284,0
1146,0
175,1
464,1
812,0
2748,0
71,1
2820,0
4455,0
1075,0
140,1
2323,0
3626,0
2002,0
3276,0
